"Date","Price"
"2019-10-30 00:00:00",26
"2019-10-31 00:00:00",25.61
"2019-11-01 00:00:00",25.29
"2019-11-04 00:00:00",25.63
"2019-11-05 00:00:00",25.51
"2019-11-06 00:00:00",24.79
"2019-11-07 00:00:00",24.94
"2019-11-08 00:00:00",24.84
"2019-11-11 00:00:00",24.93
"2019-11-12 00:00:00",24.12
"2019-11-13 00:00:00",24.39
"2019-11-14 00:00:00",23.96
"2019-11-15 00:00:00",23.85
"2019-11-18 00:00:00",23.39
"2019-11-19 00:00:00",23.44
"2019-11-20 00:00:00",24.03
"2019-11-21 00:00:00",23.94
"2019-11-22 00:00:00",24.58
"2019-11-25 00:00:00",24.44
"2019-11-26 00:00:00",24.38
"2019-11-27 00:00:00",25.11
"2019-11-28 00:00:00",25.01
"2019-11-29 00:00:00",25.22
"2019-12-02 00:00:00",24.33
"2019-12-03 00:00:00",24
"2019-12-04 00:00:00",24.74
"2019-12-05 00:00:00",24.69
"2019-12-06 00:00:00",24.94
"2019-12-09 00:00:00",25.13
"2019-12-10 00:00:00",24.94
"2019-12-11 00:00:00",24.48
"2019-12-12 00:00:00",25.07
"2019-12-13 00:00:00",24.02
"2019-12-16 00:00:00",24.9
"2019-12-17 00:00:00",25.95
"2019-12-18 00:00:00",26.47
"2019-12-19 00:00:00",26.74
"2019-12-20 00:00:00",26.56
"2019-12-23 00:00:00",26.43
"2019-12-24 00:00:00",25.97
"2019-12-26 00:00:00",25.97
"2019-12-27 00:00:00",26.59
"2019-12-30 00:00:00",24.97
"2019-12-31 00:00:00",24.52
"2020-01-02 00:00:00",24.28
